,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
13230,2023,2023-01-14 14:57:00,7.442361111112405,SOUTHBOUND,105.9,39.06,0,7.0
13234,2023,2023-01-14 20:55:00,6.5625,SOUTHBOUND,97.9,33.07,0,6.0
13239,2023,2023-01-14 12:27:00,0.6923611111124046,SOUTHBOUND,106.0,39.06,0,0.0
13256,2023,2023-01-15 03:09:00,0.7416666666686069,NORTHBOUND,98.6,34.03,0,0.0
13269,2023,2023-01-15 13:36:00,7.150000000001455,SOUTHBOUND,106.0,39.05,0,7.0
13270,2023,2023-01-15 21:30:00,7.319444444445253,SOUTHBOUND,105.9,39.06,0,7.0
13275,2023,2023-01-15 18:25:00,2.7611111111109494,SOUTHBOUND,106.0,39.02,-1,2.0
13278,2023,2023-01-15 06:57:00,2.0048611111124046,SOUTHBOUND,106.0,34.06,0,2.0
13287,2023,2023-01-16 06:46:00,4.5666666666656965,NORTHBOUND,106.0,33.04,0,4.0
13288,2023,2023-01-16 08:04:00,5.0979166666656965,NORTHBOUND,94.6,35.05,0,5.0
13292,2023,2023-01-16 05:07:00,1.8472222222189885,NORTHBOUND,106.0,34.08,0,1.0
13293,2023,2023-01-16 01:53:00,1.0270833333343035,NORTHBOUND,106.0,26.09,0,1.0
13298,2023,2023-01-16 03:18:00,1.6993055555503815,NORTHBOUND,98.6,27.1,0,1.0
13305,2023,2023-01-16 14:36:00,7.413888888884685,SOUTHBOUND,105.9,36.08,0,7.0
13306,2023,2023-01-16 16:13:00,7.385416666664241,SOUTHBOUND,106.0,39.06,0,7.0
13311,2023,2023-01-16 10:48:00,2.540277777778101,SOUTHBOUND,106.0,39.06,0,2.0
13313,2023,2023-01-16 11:59:00,1.8534722222175333,SOUTHBOUND,106.0,39.05,0,1.0
13319,2023,2023-01-16 07:12:00,2.522222222221899,SOUTHBOUND,106.0,32.1,0,2.0
13327,2023,2023-01-17 01:52:00,2.743055555554747,NORTHBOUND,106.0,27.01,0,2.0
13330,2023,2023-01-17 02:51:00,0.679861111115315,NORTHBOUND,106.0,35.04,0,0.0
13343,2023,2023-01-17 19:05:00,7.974999999998545,SOUTHBOUND,106.0,39.06,0,7.0
13348,2023,2023-01-17 03:21:00,1.2055555555489263,SOUTHBOUND,105.9,39.06,0,1.0
13350,2023,2023-01-17 09:25:00,0.6840277777737356,SOUTHBOUND,105.9,35.05,0,0.0
13351,2023,2023-01-17 11:13:00,0.9111111111124046,SOUTHBOUND,106.0,39.06,0,0.0
13358,2023,2023-01-18 06:26:00,6.542361111110949,NORTHBOUND,106.0,39.06,0,6.0
13361,2023,2023-01-18 08:30:00,6.40625,NORTHBOUND,101.8,30.0,0,6.0
13362,2023,2023-01-18 07:56:00,6.538888888891961,NORTHBOUND,106.0,35.09,0,6.0
13365,2023,2023-01-18 02:54:00,1.8152777777795563,NORTHBOUND,106.0,26.08,0,1.0
13378,2023,2023-01-18 13:28:00,7.108333333337214,SOUTHBOUND,106.0,33.0,0,7.0
13379,2023,2023-01-18 14:44:00,6.783333333332848,SOUTHBOUND,105.9,39.06,0,6.0
13380,2023,2023-01-18 19:47:00,6.945138888891961,SOUTHBOUND,98.6,33.09,0,6.0
13399,2023,2023-01-19 06:34:00,7.209722222221899,NORTHBOUND,106.0,37.11,0,7.0
13403,2023,2023-01-19 03:02:00,4.334722222221899,NORTHBOUND,106.0,33.11,0,4.0
13411,2023,2023-01-19 03:32:00,0.8388888888875954,NORTHBOUND,105.9,37.02,0,0.0
13422,2023,2023-01-19 09:13:00,1.1618055555591127,SOUTHBOUND,106.0,39.06,0,1.0
13429,2023,2023-01-19 06:06:00,2.650000000001455,SOUTHBOUND,93.3,23.11,0,2.0
13435,2023,2023-01-20 08:52:00,7.195833333331393,NORTHBOUND,98.6,33.0,0,7.0
13437,2023,2023-01-20 03:11:00,3.2291666666715173,NORTHBOUND,106.0,34.11,0,3.0
13440,2023,2023-01-20 01:58:00,1.4499999999970896,NORTHBOUND,106.0,22.06,0,1.0
13441,2023,2023-01-20 02:33:00,1.4354166666671517,NORTHBOUND,106.0,28.01,0,1.0
13443,2023,2023-01-20 06:18:00,2.241666666661331,NORTHBOUND,98.5,33.02,0,2.0
13449,2023,2023-01-20 07:19:00,0.6416666666627862,NORTHBOUND,98.6,32.08,0,0.0
13454,2023,2023-01-20 14:18:00,6.102777777778101,SOUTHBOUND,106.0,39.05,0,6.0
13459,2023,2023-01-20 06:09:00,1.624305555553292,SOUTHBOUND,91.3,31.0,0,1.0
13463,2023,2023-01-20 09:59:00,0.8131944444467081,SOUTHBOUND,106.1,39.06,0,0.0
13464,2023,2023-01-20 08:25:00,1.008333333331393,SOUTHBOUND,98.6,33.04,0,1.0
13494,2023,2023-01-21 04:35:00,0.65625,SOUTHBOUND,105.9,38.01,0,0.0
13500,2023,2023-01-21 12:17:00,0.5986111111124046,SOUTHBOUND,106.0,39.06,0,0.0
13510,2023,2023-01-22 05:02:00,7.548611111109494,NORTHBOUND,106.0,39.03,0,7.0
13511,2023,2023-01-22 08:31:00,7.851388888891961,NORTHBOUND,105.9,28.07,0,7.0
13513,2023,2023-01-23 04:37:00,7.4020833333343035,NORTHBOUND,106.0,27.0,0,7.0
13519,2023,2023-01-22 04:32:00,1.6451388888890506,NORTHBOUND,105.9,35.0,0,1.0
13524,2023,2023-01-22 07:54:00,0.2555555555591127,NORTHBOUND,105.9,38.04,0,0.0
13526,2023,2023-01-22 13:35:00,5.239583333328483,SOUTHBOUND,105.9,22.01,0,5.0
13527,2023,2023-01-22 18:19:00,5.186805555553292,SOUTHBOUND,106.0,39.06,0,5.0
13530,2023,2023-01-22 12:32:00,1.5986111111124046,SOUTHBOUND,106.0,39.06,0,1.0
13545,2023,2023-01-23 08:39:00,6.852083333338669,NORTHBOUND,93.4,31.01,0,6.0
13551,2023,2023-01-23 00:35:00,0.5569444444408873,NORTHBOUND,98.6,26.01,0,0.0
13567,2023,2023-01-23 20:10:00,4.73611111111677,SOUTHBOUND,97.9,34.06,0,4.0
13569,2023,2023-01-23 11:44:00,1.3013888888890506,SOUTHBOUND,105.9,39.04,0,1.0
13582,2023,2023-01-24 03:34:00,6.814583333332848,NORTHBOUND,106.0,39.06,0,6.0
13583,2023,2023-01-24 07:43:00,5.647916666668607,NORTHBOUND,94.7,34.09,0,5.0
13587,2023,2023-01-24 00:32:00,0.6777777777751908,NORTHBOUND,105.8,31.09,0,0.0
13593,2023,2023-01-24 05:59:00,0.7256944444452529,NORTHBOUND,106.0,39.06,0,0.0
13594,2023,2023-01-24 06:42:00,1.1229166666671517,NORTHBOUND,98.6,33.04,0,1.0
13600,2023,2023-01-24 21:52:00,5.548611111109494,SOUTHBOUND,106.0,38.08,0,5.0
13601,2023,2023-01-25 13:33:00,5.775000000001455,SOUTHBOUND,105.8,39.04,0,5.0
13604,2023,2023-01-24 03:17:00,1.8381944444481633,SOUTHBOUND,106.0,39.06,0,1.0
13621,2023,2023-01-25 08:24:00,5.665972222217533,NORTHBOUND,105.9,39.02,0,5.0
13626,2023,2023-01-25 05:15:00,0.6354166666642413,NORTHBOUND,106.0,37.11,0,0.0
13631,2023,2023-01-25 03:28:00,0.6124999999956344,NORTHBOUND,106.0,35.08,0,0.0
13632,2023,2023-01-25 06:14:00,0.5673611111124046,NORTHBOUND,93.1,34.08,0,0.0
13645,2023,2023-01-25 10:20:00,0.47222222221898846,SOUTHBOUND,106.0,39.06,0,0.0
13646,2023,2023-01-25 11:50:00,0.45347222222335404,SOUTHBOUND,106.0,39.05,0,0.0
13655,2023,2023-01-26 04:43:00,5.755555555559113,NORTHBOUND,106.0,39.02,0,5.0
13656,2023,2023-01-26 08:11:00,4.9805555555503815,NORTHBOUND,98.7,33.02,0,4.0
13659,2023,2023-01-26 01:34:00,2.4506944444437977,NORTHBOUND,105.2,27.08,0,2.0
13661,2023,2023-01-26 07:45:00,1.5124999999970896,NORTHBOUND,106.0,26.07,0,1.0
13670,2023,2023-01-26 05:06:00,1.65625,NORTHBOUND,106.0,36.01,0,1.0
13674,2023,2023-01-26 07:32:00,6.18888888888614,SOUTHBOUND,98.6,32.1,0,6.0
13677,2023,2023-01-26 12:16:00,3.5055555555518367,SOUTHBOUND,105.9,38.01,0,3.0
13679,2023,2023-01-26 13:37:00,2.602777777778101,SOUTHBOUND,106.0,39.05,0,2.0
13680,2023,2023-01-26 08:41:00,5.80000000000291,SOUTHBOUND,93.0,34.07,0,5.0
13691,2023,2023-01-27 01:39:00,5.524305555554747,NORTHBOUND,98.6,35.02,0,5.0
13692,2023,2023-01-27 20:49:00,5.999305555553292,NORTHBOUND,105.9,37.08,0,5.0
13693,2023,2023-01-27 06:56:00,5.554166666668607,NORTHBOUND,106.0,39.06,0,5.0
13696,2023,2023-01-27 10:19:00,5.830555555548926,NORTHBOUND,98.6,35.05,0,5.0
13710,2023,2023-01-27 04:54:00,1.1069444444510737,NORTHBOUND,106.0,35.06,0,1.0
13715,2023,2023-01-27 20:43:00,6.960416666661331,SOUTHBOUND,106.0,39.04,0,6.0
13716,2023,2023-01-27 18:40:00,7.076388888890506,SOUTHBOUND,101.9,31.11,0,7.0
13721,2023,2023-01-27 05:42:00,2.695833333338669,SOUTHBOUND,98.7,31.1,0,2.0
13722,2023,2023-01-27 09:57:00,2.046527777776646,SOUTHBOUND,106.0,24.02,0,2.0
13723,2023,2023-01-27 13:01:00,1.007638888891961,SOUTHBOUND,106.0,38.0,0,1.0
13730,2023,2023-01-27 14:12:00,0.7493055555532919,SOUTHBOUND,106.0,39.06,0,0.0
13733,2023,2023-01-28 07:47:00,5.8395833333343035,NORTHBOUND,98.6,31.01,0,5.0
13734,2023,2023-01-28 01:52:00,1.7999999999956344,NORTHBOUND,106.0,24.02,0,1.0
13735,2023,2023-01-28 01:26:00,3.296527777776646,NORTHBOUND,106.0,35.01,0,3.0
13736,2023,2023-01-28 03:19:00,0.6875,NORTHBOUND,106.0,29.01,0,0.0
13738,2023,2023-01-28 05:35:00,0.4479166666715173,NORTHBOUND,106.0,39.06,0,0.0
13747,2023,2023-01-28 17:55:00,5.724305555559113,SOUTHBOUND,94.0,35.01,0,5.0
13748,2023,2023-01-28 19:42:00,3.508333333331393,SOUTHBOUND,105.9,37.03,-1,3.0
13766,2023,2023-01-29 07:41:00,3.6916666666729725,NORTHBOUND,106.0,35.03,0,3.0
13767,2023,2023-01-29 04:56:00,3.555555555554747,NORTHBOUND,106.0,39.04,0,3.0
13771,2023,2023-01-29 03:18:00,0.9437499999985448,NORTHBOUND,106.0,39.06,0,0.0
13776,2023,2023-01-29 06:04:00,1.4263888888890506,NORTHBOUND,98.6,33.02,0,1.0
13789,2023,2023-01-29 21:04:00,0.8881944444437977,SOUTHBOUND,106.0,39.06,-1,0.0
13791,2023,2023-01-29 13:28:00,1.5576388888948713,SOUTHBOUND,106.0,39.06,0,1.0
13795,2023,2023-01-29 07:25:00,3.320833333338669,SOUTHBOUND,94.0,34.09,0,3.0
13798,2023,2023-01-29 20:15:00,1.0520833333357587,SOUTHBOUND,105.9,39.06,-1,1.0
13803,2023,2023-01-30 22:27:00,2.9097222222262644,NORTHBOUND,98.6,22.0,-1,2.0
13804,2023,2023-01-30 03:37:00,1.0222222222218988,NORTHBOUND,105.9,38.02,0,1.0
13805,2023,2023-01-30 05:14:00,0.8576388888832298,NORTHBOUND,105.9,38.1,0,0.0
13820,2023,2023-01-30 13:05:00,6.572916666671517,SOUTHBOUND,98.6,30.06,0,6.0
13824,2023,2023-01-30 18:35:00,2.571527777778101,SOUTHBOUND,106.0,39.06,-1,2.0
13827,2023,2023-01-30 10:20:00,1.7368055555562023,SOUTHBOUND,106.0,39.05,0,1.0
13831,2023,2023-01-30 11:41:00,0.8062500000014552,SOUTHBOUND,106.0,39.06,0,0.0
13832,2023,2023-01-30 06:51:00,0.546527777776646,SOUTHBOUND,94.0,34.11,0,0.0
13840,2023,2023-01-31 06:00:00,2.46875,NORTHBOUND,105.9,38.06,0,2.0
13841,2023,2023-01-31 00:41:00,1.726388888884685,NORTHBOUND,106.0,34.02,0,1.0
13842,2023,2023-01-31 04:34:00,1.5736111111109494,NORTHBOUND,106.0,39.05,0,1.0
13843,2023,2023-01-31 02:54:00,1.5020833333328483,NORTHBOUND,106.0,25.07,0,1.0
13846,2023,2023-01-31 05:29:00,1.1000000000058208,NORTHBOUND,106.0,25.03,-1,1.0
13854,2023,2023-01-31 14:18:00,2.015972222223354,SOUTHBOUND,106.0,39.04,0,2.0
13856,2023,2023-01-31 21:00:00,2.1069444444437977,SOUTHBOUND,106.0,39.05,-1,2.0
13864,2023,2023-01-31 10:18:00,0.9854166666700621,SOUTHBOUND,101.9,34.04,0,0.0
13871,2023,2023-02-01 03:10:00,1.7375000000029104,NORTHBOUND,106.0,29.03,0,1.0
13874,2023,2023-02-01 05:10:00,1.6527777777810115,NORTHBOUND,99.8,37.09,0,1.0
13879,2023,2023-02-01 02:41:00,0.42152777777664596,NORTHBOUND,98.5,35.0,0,0.0
13884,2023,2023-02-01 08:05:00,1.3229166666642413,NORTHBOUND,106.0,29.09,0,1.0
13888,2023,2023-02-01 06:18:00,8.25,SOUTHBOUND,98.6,33.08,0,8.0
13891,2023,2023-02-01 10:03:00,2.835416666661331,SOUTHBOUND,106.0,39.06,0,2.0
13899,2023,2023-02-01 13:31:00,1.164583333338669,SOUTHBOUND,105.2,34.11,0,1.0
13911,2023,2023-02-02 02:07:00,0.8243055555503815,NORTHBOUND,105.9,29.0,0,0.0
13913,2023,2023-02-02 03:22:00,0.7777777777737356,NORTHBOUND,106.0,34.02,0,0.0
13922,2023,2023-02-02 13:36:00,7.799305555556202,SOUTHBOUND,106.0,39.04,0,7.0
13923,2023,2023-02-02 22:01:00,8.049305555556202,SOUTHBOUND,106.0,39.06,0,8.0
13925,2023,2023-02-02 12:41:00,4.151388888887595,SOUTHBOUND,106.0,36.09,0,4.0
13932,2023,2023-02-02 19:14:00,0.8666666666686069,SOUTHBOUND,106.0,39.04,-1,0.0
13935,2023,2023-02-02 20:17:00,0.7055555555562023,SOUTHBOUND,105.9,39.05,-1,0.0
13941,2023,2023-02-02 07:25:00,2.328472222223354,SOUTHBOUND,101.9,33.11,0,2.0
13947,2023,2023-02-04 21:45:00,4.923611111109494,NORTHBOUND,106.0,39.06,0,4.0
13948,2023,2023-02-03 01:43:00,1.9951388888875954,NORTHBOUND,98.5,23.01,0,1.0
13955,2023,2023-02-03 02:50:00,0.6743055555562023,NORTHBOUND,97.9,26.04,0,0.0
13963,2023,2023-02-03 20:40:00,8.652777777773736,SOUTHBOUND,105.8,39.06,0,8.0
13965,2023,2023-02-03 06:14:00,8.274305555554747,SOUTHBOUND,98.6,35.0,0,8.0
13984,2023,2023-02-04 01:44:00,2.2319444444437977,NORTHBOUND,106.0,25.04,0,2.0
14002,2023,2023-02-04 13:26:00,8.316666666665697,SOUTHBOUND,106.0,37.06,0,8.0
14003,2023,2023-02-04 18:10:00,7.6840277777810115,SOUTHBOUND,93.3,35.04,0,7.0
14010,2023,2023-02-04 09:22:00,1.2256944444452529,SOUTHBOUND,105.2,34.01,0,1.0
14011,2023,2023-02-04 12:45:00,1.1006944444452529,SOUTHBOUND,106.0,39.02,0,1.0
14021,2023,2023-02-05 21:55:00,3.6388888888905058,NORTHBOUND,105.9,39.05,0,3.0
14023,2023,2023-02-05 05:38:00,4.304166666668607,NORTHBOUND,106.0,37.1,0,4.0
14038,2023,2023-02-05 12:50:00,6.426388888889051,SOUTHBOUND,106.0,39.04,0,6.0
14039,2023,2023-02-05 18:25:00,4.963888888887595,SOUTHBOUND,106.0,39.06,0,4.0
14058,2023,2023-02-06 07:22:00,3.93888888888614,NORTHBOUND,106.0,39.06,0,3.0
14060,2023,2023-02-06 08:12:00,3.469444444446708,NORTHBOUND,92.0,23.02,0,3.0
14061,2023,2023-02-06 05:07:00,4.171527777776646,NORTHBOUND,106.0,39.06,0,4.0
14063,2023,2023-02-07 01:49:00,4.023611111108039,NORTHBOUND,106.0,27.01,0,4.0
14068,2023,2023-02-06 04:26:00,0.5736111111109494,NORTHBOUND,106.0,39.06,0,0.0
14071,2023,2023-02-06 02:03:00,0.7729166666686069,NORTHBOUND,97.9,15.0,0,0.0
14075,2023,2023-02-06 06:22:00,6.179166666668607,SOUTHBOUND,93.4,33.11,0,6.0
14076,2023,2023-02-06 12:20:00,5.356944444443798,SOUTHBOUND,105.9,39.06,0,5.0
14077,2023,2023-02-06 10:14:00,4.9569444444423425,SOUTHBOUND,106.0,39.06,0,4.0
14078,2023,2023-02-06 13:56:00,4.385416666664241,SOUTHBOUND,106.0,39.04,0,4.0
14083,2023,2023-02-06 11:20:00,0.8541666666642413,SOUTHBOUND,106.0,39.06,0,0.0
14094,2023,2023-02-07 07:49:00,3.1972222222248092,NORTHBOUND,105.9,24.08,0,3.0
14097,2023,2023-02-07 06:05:00,3.944444444437977,NORTHBOUND,106.0,37.09,0,3.0
14111,2023,2023-02-07 12:40:00,4.177083333335759,SOUTHBOUND,106.0,39.06,0,4.0
14112,2023,2023-02-07 18:15:00,4.371527777773736,SOUTHBOUND,106.0,39.04,0,4.0
14124,2023,2023-02-07 10:01:00,4.729861111110949,SOUTHBOUND,98.5,27.06,0,4.0
14127,2023,2023-02-07 11:22:00,4.450000000004366,SOUTHBOUND,106.0,38.03,0,4.0
14134,2023,2023-02-08 01:43:00,4.5743055555576575,NORTHBOUND,97.9,34.07,0,4.0
14152,2023,2023-02-08 06:29:00,1.1298611111124046,SOUTHBOUND,105.2,35.04,0,1.0
14153,2023,2023-02-08 12:04:00,1.0131944444437977,SOUTHBOUND,105.9,39.06,0,1.0
14155,2023,2023-02-09 04:40:00,1.1388888888905058,SOUTHBOUND,106.0,39.06,0,1.0
14164,2023,2023-02-09 07:54:00,5.231944444451074,NORTHBOUND,106.0,27.09,0,5.0
14165,2023,2023-02-09 06:21:00,4.830555555548926,NORTHBOUND,106.0,39.06,0,4.0
14180,2023,2023-02-09 13:32:00,2.8694444444408873,SOUTHBOUND,99.8,11.09,0,2.0
14186,2023,2023-02-09 06:58:00,1.0749999999970896,SOUTHBOUND,106.0,39.04,0,1.0
14194,2023,2023-02-09 18:43:00,2.2138888888948713,SOUTHBOUND,98.6,33.06,0,2.0
14215,2023,2023-02-10 08:52:00,2.4249999999956344,SOUTHBOUND,105.8,39.02,0,2.0
14216,2023,2023-02-10 18:10:00,2.4722222222262644,SOUTHBOUND,106.0,38.07,0,2.0
14218,2023,2023-02-10 14:01:00,2.3166666666656965,SOUTHBOUND,104.6,32.1,-2,2.0
14223,2023,2023-02-10 11:47:00,1.1743055555562023,SOUTHBOUND,106.0,39.06,0,1.0
14234,2023,2023-02-11 00:32:00,3.34513888888614,NORTHBOUND,92.7,25.06,0,3.0
14236,2023,2023-02-11 08:08:00,5.150000000001455,NORTHBOUND,106.0,23.02,0,5.0
14237,2023,2023-02-11 06:40:00,4.119444444448163,NORTHBOUND,106.0,26.08,0,4.0
14248,2023,2023-02-11 04:28:00,2.6833333333343035,SOUTHBOUND,105.9,39.06,0,2.0
14249,2023,2023-02-11 11:23:00,2.634027777778101,SOUTHBOUND,106.0,39.06,0,2.0
14268,2023,2023-02-12 01:51:00,3.688194444439432,NORTHBOUND,106.0,26.01,0,3.0
14275,2023,2023-02-14 06:16:00,2.7479166666671517,NORTHBOUND,106.0,31.08,0,2.0
14278,2023,2023-02-12 07:48:00,1.390972222216078,NORTHBOUND,101.9,30.07,0,1.0
14282,2023,2023-02-12 11:12:00,3.209722222221899,SOUTHBOUND,106.0,39.03,0,3.0
14283,2023,2023-02-12 10:05:00,3.2534722222262644,SOUTHBOUND,98.6,34.07,0,3.0
14284,2023,2023-02-12 06:40:00,3.3944444444496185,SOUTHBOUND,106.0,39.06,0,3.0
14299,2023,2023-02-13 21:05:00,3.7222222222189885,NORTHBOUND,106.0,34.06,0,3.0
14300,2023,2023-02-13 01:51:00,4.231944444443798,NORTHBOUND,106.0,35.01,0,4.0
14301,2023,2023-02-13 19:33:00,3.9430555555518367,NORTHBOUND,105.9,39.06,0,3.0
14302,2023,2023-02-13 05:33:00,3.772916666661331,NORTHBOUND,106.0,39.06,0,3.0
14304,2023,2023-02-13 03:13:00,1.6618055555591127,NORTHBOUND,106.0,37.1,0,1.0
14305,2023,2023-02-13 08:00:00,3.64236111111677,NORTHBOUND,106.0,23.0,0,3.0
14317,2023,2023-02-13 13:44:00,2.343055555560568,SOUTHBOUND,106.0,37.1,0,2.0
14337,2023,2023-02-14 00:44:00,3.3013888888890506,NORTHBOUND,98.6,32.1,0,3.0
14338,2023,2023-02-14 06:20:00,0.7444444444481633,NORTHBOUND,106.0,39.06,0,0.0
14339,2023,2023-02-14 07:21:00,0.6569444444467081,NORTHBOUND,92.7,24.11,0,0.0
14340,2023,2023-02-14 02:53:00,1.3701388888875954,NORTHBOUND,98.6,34.04,0,1.0
14347,2023,2023-02-14 02:58:00,1.2520833333328483,NORTHBOUND,106.0,34.02,0,1.0
14349,2023,2023-02-14 10:38:00,3.835416666668607,SOUTHBOUND,97.9,32.11,0,3.0
14360,2023,2023-02-14 06:02:00,0.6868055555532919,SOUTHBOUND,98.6,33.09,0,0.0
14361,2023,2023-02-14 08:41:00,0.22986111111094942,SOUTHBOUND,101.9,31.0,0,0.0
14364,2023,2023-02-14 11:18:00,1.1583333333328483,SOUTHBOUND,106.0,39.06,-1,1.0
14365,2023,2023-02-15 06:35:00,3.5798611111094942,NORTHBOUND,106.0,39.05,0,3.0
14366,2023,2023-02-15 07:28:00,3.515972222223354,NORTHBOUND,98.6,28.1,0,3.0
14373,2023,2023-02-15 02:51:00,0.8784722222262644,NORTHBOUND,106.0,29.08,0,0.0
14388,2023,2023-02-15 08:41:00,0.6361111111109494,SOUTHBOUND,106.0,39.06,0,0.0
14399,2023,2023-02-16 03:02:00,3.5583333333270275,NORTHBOUND,106.0,39.03,0,3.0
14400,2023,2023-02-16 01:07:00,2.749305555553292,NORTHBOUND,106.0,26.05,0,2.0
14401,2023,2023-02-16 06:17:00,2.86111111111677,NORTHBOUND,105.9,39.04,0,2.0
14402,2023,2023-02-16 09:01:00,3.0215277777824667,NORTHBOUND,98.6,33.0,0,3.0
14413,2023,2023-02-16 08:42:00,0.28402777777955635,NORTHBOUND,106.0,34.07,0,0.0
14421,2023,2023-02-16 11:55:00,2.57986111111677,SOUTHBOUND,106.0,39.06,0,2.0
14423,2023,2023-02-16 06:36:00,1.2388888888890506,SOUTHBOUND,98.5,32.1,0,1.0
14424,2023,2023-02-16 04:43:00,1.0020833333328483,SOUTHBOUND,106.0,39.06,0,1.0
14430,2023,2023-02-16 08:41:00,0.3354166666686069,SOUTHBOUND,101.9,32.02,0,0.0
14437,2023,2023-02-17 05:08:00,3.6201388888875954,NORTHBOUND,106.0,39.06,0,3.0
14438,2023,2023-02-17 20:34:00,3.1590277777795563,NORTHBOUND,105.9,39.06,0,3.0
14441,2023,2023-02-17 06:52:00,2.6465277777824667,NORTHBOUND,98.7,36.03,0,2.0
14447,2023,2023-02-17 06:18:00,0.3319444444423425,NORTHBOUND,98.7,32.0,0,0.0
14472,2023,2023-02-18 05:29:00,2.0354166666656965,NORTHBOUND,105.9,39.06,0,2.0
14473,2023,2023-02-18 04:03:00,2.265972222216078,NORTHBOUND,105.9,39.03,0,2.0
14474,2023,2023-02-18 07:39:00,1.4201388888905058,NORTHBOUND,105.9,38.05,0,1.0
14475,2023,2023-02-18 00:59:00,1.094444444446708,NORTHBOUND,98.6,30.09,0,1.0
14483,2023,2023-02-18 06:24:00,1.0166666666700621,NORTHBOUND,105.9,39.05,0,1.0
14487,2023,2023-02-18 05:44:00,2.0437499999970896,SOUTHBOUND,106.0,38.11,0,2.0
14505,2023,2023-02-19 01:40:00,1.281944444446708,NORTHBOUND,106.0,24.07,0,1.0
14508,2023,2023-02-19 06:55:00,0.8576388888905058,NORTHBOUND,98.7,22.08,-2,0.0
14519,2023,2023-02-19 12:54:00,2.599999999998545,SOUTHBOUND,106.0,39.06,0,2.0
14521,2023,2023-02-19 05:24:00,1.9430555555518367,SOUTHBOUND,98.6,32.02,0,1.0
14527,2023,2023-02-19 09:18:00,3.3729166666671517,SOUTHBOUND,95.3,24.07,0,3.0
14538,2023,2023-02-20 02:55:00,1.7847222222262644,NORTHBOUND,98.6,32.1,-1,1.0
14553,2023,2023-02-20 11:46:00,2.719444444439432,SOUTHBOUND,106.0,39.05,0,2.0
14556,2023,2023-02-20 10:28:00,3.0833333333357587,SOUTHBOUND,105.9,39.04,0,3.0
14557,2023,2023-02-20 08:29:00,1.1312500000058208,SOUTHBOUND,106.0,39.06,0,1.0
14560,2023,2023-02-20 13:20:00,2.616666666668607,SOUTHBOUND,93.0,32.09,0,2.0
14573,2023,2023-02-21 03:34:00,2.7291666666642413,NORTHBOUND,106.0,37.09,0,2.0
14576,2023,2023-02-21 03:07:00,2.4951388888875954,NORTHBOUND,98.6,34.03,0,2.0
14577,2023,2023-02-21 00:29:00,2.3465277777795563,NORTHBOUND,92.7,30.1,0,2.0
14579,2023,2023-03-03 19:40:00,12.080555555556202,NORTHBOUND,106.0,33.0,0,12.0
14589,2023,2023-02-21 13:14:00,3.4027777777810115,SOUTHBOUND,93.3,35.04,0,3.0
14590,2023,2023-02-21 15:41:00,3.4888888888890506,SOUTHBOUND,106.0,39.04,0,3.0
14595,2023,2023-02-21 06:37:00,3.1770833333284827,SOUTHBOUND,93.7,33.02,0,3.0
14613,2023,2023-02-22 05:19:00,0.9548611111094942,NORTHBOUND,106.0,39.05,0,0.0
14623,2023,2023-02-22 13:24:00,3.9194444444437977,SOUTHBOUND,105.8,39.06,0,3.0
14626,2023,2023-02-22 06:29:00,0.3812499999985448,SOUTHBOUND,96.6,21.09,0,0.0
14638,2023,2023-02-23 05:01:00,4.31388888888614,NORTHBOUND,106.0,37.11,0,4.0
14644,2023,2023-02-23 20:50:00,3.990972222221899,NORTHBOUND,97.9,24.1,0,3.0
14673,2023,2023-02-24 21:44:00,5.744444444440887,NORTHBOUND,93.3,20.0,0,5.0
14676,2023,2023-02-24 03:19:00,3.7215277777795563,NORTHBOUND,106.0,39.06,0,3.0
14678,2023,2023-02-24 08:18:00,3.8625000000029104,NORTHBOUND,96.6,29.06,0,3.0
14680,2023,2023-02-24 00:17:00,1.1062500000043656,NORTHBOUND,106.0,28.11,0,1.0
14683,2023,2023-02-24 01:21:00,1.5416666666715173,NORTHBOUND,106.0,26.07,0,1.0
14686,2023,2023-02-24 06:59:00,1.8083333333343035,NORTHBOUND,105.9,39.06,0,1.0
14690,2023,2023-02-24 13:12:00,5.904166666667152,SOUTHBOUND,98.6,34.03,0,5.0
14697,2023,2023-02-24 19:51:00,2.733333333329938,SOUTHBOUND,105.9,39.06,-1,2.0
14707,2023,2023-02-24 12:03:00,0.6236111111138598,SOUTHBOUND,105.2,34.1,0,0.0
14713,2023,2023-02-25 21:26:00,5.21736111111386,NORTHBOUND,106.0,39.04,0,5.0
14721,2023,2023-02-25 02:28:00,0.711111111108039,NORTHBOUND,93.3,34.06,0,0.0
14730,2023,2023-02-24 22:05:00,5.547916666670062,SOUTHBOUND,106.0,39.04,0,5.0
14736,2023,2023-02-26 09:17:00,2.61111111111677,SOUTHBOUND,106.0,38.09,0,2.0
14740,2023,2023-02-25 05:50:00,5.8944444444423425,SOUTHBOUND,98.4,29.04,0,5.0
14744,2023,2023-02-25 12:55:00,1.0062499999985448,SOUTHBOUND,106.0,39.06,0,1.0
14752,2023,2023-02-26 04:25:00,4.177083333335759,NORTHBOUND,106.1,34.09,0,4.0
14754,2023,2023-02-26 02:15:00,4.0,NORTHBOUND,106.0,25.0,0,4.0
