,YEAR,TRANSIT DATE,WAITING TIME,DIRECTION (N/S),BEAM (pies),DRAF (Pies),transit_booking_days,transit_eta_days
2608,2022,2022-03-14 00:00:00,5.0,Southbound,93.4,35.5,0,5.0
2610,2022,2022-03-14 00:00:00,5.0,Southbound,99.9,33.667,0,5.0
2613,2022,2022-03-14 00:00:00,1.0,Southbound,106.0,43.917,0,1.0
2617,2022,2022-03-14 00:00:00,0.0,Southbound,106.0,39.5,0,0.0
2623,2022,2022-03-15 00:00:00,2.0,Northbound,106.0,37.917,-3,2.0
2625,2022,2022-03-15 00:00:00,2.0,Northbound,105.9,39.5,0,2.0
2628,2022,2022-03-15 00:00:00,2.0,Northbound,99.8,26.583,-1,2.0
2637,2022,2022-03-15 00:00:00,10.0,Southbound,106.0,44.25,0,10.0
2640,2022,2022-03-15 00:00:00,10.0,Southbound,98.6,19.667,0,10.0
2642,2022,2022-03-15 00:00:00,5.0,Southbound,92.7,33.5,0,5.0
2644,2022,2022-03-15 00:00:00,1.0,Southbound,106.0,35.0,0,1.0
2646,2022,2022-03-15 00:00:00,1.0,Southbound,106.0,39.333,-1,1.0
2650,2022,2022-03-15 00:00:00,6.0,Southbound,106.0,38.917,7,6.0
2653,2022,2022-03-15 00:00:00,0.0,Southbound,105.2,34.75,0,0.0
2657,2022,2022-03-16 00:00:00,4.0,Northbound,98.5,27.25,0,4.0
2673,2022,2022-03-16 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
2675,2022,2022-03-16 00:00:00,5.0,Southbound,97.9,34.75,0,5.0
2692,2022,2022-03-17 00:00:00,2.0,Northbound,94.0,36.167,0,2.0
2694,2022,2022-03-17 00:00:00,2.0,Northbound,106.0,26.083,0,2.0
2695,2022,2022-03-17 00:00:00,3.0,Northbound,106.0,26.917,-1,3.0
2701,2022,2022-03-17 00:00:00,1.0,Northbound,105.9,39.333,0,1.0
2708,2022,2022-03-17 00:00:00,4.0,Southbound,106.0,39.417,0,4.0
2709,2022,2022-03-17 00:00:00,4.0,Southbound,98.6,30.917,0,4.0
2729,2022,2022-03-18 00:00:00,2.0,Northbound,106.0,37.583,0,2.0
2732,2022,2022-03-18 00:00:00,1.0,Northbound,105.9,26.0,0,1.0
2739,2022,2022-03-18 00:00:00,8.0,Southbound,106.0,43.833,0,8.0
2741,2022,2022-03-18 00:00:00,5.0,Southbound,105.9,39.25,-2,5.0
2748,2022,2022-03-18 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
2760,2022,2022-03-19 00:00:00,3.0,Northbound,98.6,32.333,-1,3.0
2763,2022,2022-03-19 00:00:00,1.0,Northbound,106.0,37.0,0,1.0
2769,2022,2022-03-19 00:00:00,6.0,Southbound,105.9,44.0,0,6.0
2770,2022,2022-03-19 00:00:00,5.0,Southbound,106.0,39.5,9,5.0
2772,2022,2022-03-19 00:00:00,2.0,Southbound,106.0,38.167,0,2.0
2781,2022,2022-03-19 00:00:00,5.0,Southbound,105.9,38.75,0,5.0
2787,2022,2022-03-19 00:00:00,0.0,Southbound,106.0,39.5,0,0.0
2790,2022,2022-03-20 00:00:00,3.0,Northbound,105.9,38.75,0,3.0
2791,2022,2022-03-20 00:00:00,2.0,Northbound,106.0,39.417,0,2.0
2805,2022,2022-03-20 00:00:00,6.0,Southbound,106.0,45.5,0,6.0
2809,2022,2022-03-20 00:00:00,3.0,Southbound,94.0,37.083,0,3.0
2813,2022,2022-03-20 00:00:00,1.0,Southbound,106.0,34.333,0,1.0
2833,2022,2022-03-21 00:00:00,2.0,Northbound,98.7,27.0,-1,2.0
2853,2022,2022-03-21 00:00:00,0.0,Southbound,106.0,39.417,0,0.0
2856,2022,2022-03-21 00:00:00,3.0,Southbound,105.9,39.5,0,3.0
2858,2022,2022-03-22 00:00:00,2.0,Northbound,106.0,37.0,0,2.0
2861,2022,2022-03-22 00:00:00,3.0,Northbound,106.0,30.917,0,3.0
2863,2022,2022-03-22 00:00:00,2.0,Northbound,98.6,29.667,0,2.0
2873,2022,2022-03-22 00:00:00,1.0,Northbound,91.4,37.333,0,1.0
2874,2022,2022-03-22 00:00:00,4.0,Southbound,106.0,45.083,0,4.0
2876,2022,2022-03-22 00:00:00,3.0,Southbound,106.0,39.417,0,3.0
2877,2022,2022-03-22 00:00:00,3.0,Southbound,106.0,39.417,0,3.0
2885,2022,2022-03-22 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
2886,2022,2022-03-22 00:00:00,1.0,Southbound,93.3,35.583,0,1.0
2888,2022,2022-03-22 00:00:00,3.0,Southbound,106.0,38.083,0,3.0
2897,2022,2022-03-23 00:00:00,1.0,Northbound,105.9,28.083,0,1.0
2902,2022,2022-03-23 00:00:00,2.0,Northbound,106.0,39.083,0,2.0
2911,2022,2022-03-23 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
2919,2022,2022-03-23 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
2928,2022,2022-03-24 00:00:00,2.0,Northbound,106.0,32.25,0,2.0
2930,2022,2022-03-24 00:00:00,2.0,Northbound,106.0,37.417,0,2.0
2939,2022,2022-03-24 00:00:00,1.0,Northbound,106.0,35.75,0,1.0
2942,2022,2022-03-24 00:00:00,8.0,Southbound,106.0,43.833,0,8.0
2945,2022,2022-03-24 00:00:00,2.0,Southbound,98.6,33.333,0,2.0
2951,2022,2022-03-24 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
2952,2022,2022-03-24 00:00:00,2.0,Southbound,105.9,37.833,0,2.0
2955,2022,2022-03-24 00:00:00,4.0,Southbound,106.0,31.417,0,4.0
2958,2022,2022-03-25 00:00:00,2.0,Northbound,106.0,27.25,0,2.0
2960,2022,2022-03-25 00:00:00,2.0,Northbound,105.9,32.833,0,2.0
2962,2022,2022-03-25 00:00:00,2.0,Northbound,105.9,36.333,0,2.0
2970,2022,2022-03-25 00:00:00,3.0,Northbound,106.0,27.5,0,3.0
2973,2022,2022-03-25 00:00:00,3.0,Southbound,105.8,39.417,0,3.0
2979,2022,2022-03-25 00:00:00,1.0,Southbound,105.9,39.5,0,1.0
2991,2022,2022-03-26 00:00:00,3.0,Northbound,106.0,27.667,0,3.0
2992,2022,2022-03-26 00:00:00,2.0,Northbound,106.0,39.083,-2,2.0
2997,2022,2022-03-26 00:00:00,1.0,Northbound,106.0,26.0,0,1.0
3008,2022,2022-03-26 00:00:00,9.0,Southbound,106.0,45.25,0,9.0
3010,2022,2022-03-26 00:00:00,3.0,Southbound,106.0,37.333,0,3.0
3013,2022,2022-03-26 00:00:00,1.0,Southbound,98.6,31.917,0,1.0
3017,2022,2022-03-26 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
3028,2022,2022-03-27 00:00:00,1.0,Northbound,106.0,39.417,0,1.0
3030,2022,2022-03-27 00:00:00,1.0,Northbound,106.0,26.5,0,1.0
3042,2022,2022-03-27 00:00:00,8.0,Southbound,106.0,44.583,0,8.0
3044,2022,2022-03-27 00:00:00,5.0,Southbound,105.8,39.417,0,5.0
3051,2022,2022-03-27 00:00:00,1.0,Southbound,106.0,38.5,0,1.0
3061,2022,2022-03-28 00:00:00,2.0,Northbound,106.0,27.333,6,2.0
3067,2022,2022-03-28 00:00:00,1.0,Northbound,106.0,35.75,0,1.0
3071,2022,2022-03-28 00:00:00,1.0,Northbound,106.0,38.25,0,1.0
3078,2022,2022-03-28 00:00:00,4.0,Southbound,106.0,37.833,0,4.0
3084,2022,2022-03-28 00:00:00,4.0,Southbound,98.7,23.583,0,4.0
3085,2022,2022-03-28 00:00:00,1.0,Southbound,106.0,33.583,0,1.0
3087,2022,2022-03-28 00:00:00,1.0,Southbound,105.2,33.583,0,1.0
3102,2022,2022-03-29 00:00:00,1.0,Northbound,106.0,22.75,0,1.0
3106,2022,2022-03-29 00:00:00,1.0,Northbound,106.0,39.333,0,1.0
3107,2022,2022-03-29 00:00:00,1.0,Northbound,105.9,25.417,0,1.0
3108,2022,2022-03-29 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
3113,2022,2022-03-29 00:00:00,3.0,Southbound,106.0,39.5,0,3.0
3118,2022,2022-03-29 00:00:00,1.0,Southbound,106.1,39.5,0,1.0
3123,2022,2022-03-29 00:00:00,5.0,Southbound,98.6,34.417,0,5.0
3139,2022,2022-03-30 00:00:00,1.0,Northbound,105.9,35.5,0,1.0
3142,2022,2022-03-30 00:00:00,2.0,Northbound,106.0,27.417,0,2.0
3149,2022,2022-03-30 00:00:00,4.0,Southbound,105.9,39.25,0,4.0
3156,2022,2022-03-30 00:00:00,1.0,Southbound,106.0,37.833,0,1.0
3168,2022,2022-03-31 00:00:00,1.0,Northbound,105.9,33.833,0,1.0
3169,2022,2022-03-31 00:00:00,2.0,Northbound,106.0,36.583,0,2.0
3179,2022,2022-03-31 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
3180,2022,2022-03-31 00:00:00,5.0,Southbound,98.6,34.167,0,5.0
3185,2022,2022-03-31 00:00:00,1.0,Southbound,104.6,35.583,0,1.0
3188,2022,2022-03-31 00:00:00,2.0,Southbound,93.3,33.75,0,2.0
3191,2022,2022-03-31 00:00:00,1.0,Southbound,106.0,38.333,0,1.0
3202,2022,2022-04-01 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
3206,2022,2022-04-01 00:00:00,2.0,Northbound,93.7,34.083,0,2.0
3228,2022,2022-04-01 00:00:00,5.0,Southbound,93.7,35.333,0,5.0
3237,2022,2022-04-02 00:00:00,7.0,Northbound,105.9,26.667,0,7.0
3240,2022,2022-04-02 00:00:00,2.0,Northbound,93.3,32.583,0,2.0
3241,2022,2022-04-02 00:00:00,1.0,Northbound,106.0,30.083,0,1.0
3242,2022,2022-04-02 00:00:00,1.0,Northbound,106.0,27.083,0,1.0
3270,2022,2022-04-03 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
3274,2022,2022-04-03 00:00:00,3.0,Northbound,106.0,39.333,0,3.0
3277,2022,2022-04-03 00:00:00,3.0,Northbound,97.9,26.333,0,3.0
3278,2022,2022-04-03 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
3290,2022,2022-04-03 00:00:00,6.0,Southbound,105.9,39.5,0,6.0
3291,2022,2022-04-03 00:00:00,5.0,Southbound,106.0,39.5,12,5.0
3293,2022,2022-04-03 00:00:00,2.0,Southbound,106.0,39.417,0,2.0
3298,2022,2022-04-03 00:00:00,4.0,Southbound,105.9,39.083,0,4.0
3304,2022,2022-04-04 00:00:00,4.0,northbound,106.0,39.417,0,4.0
3306,2022,2022-04-04 00:00:00,4.0,northbound,106.0,30.083,0,4.0
3307,2022,2022-04-04 00:00:00,2.0,northbound,99.9,31.333,0,2.0
3313,2022,2022-04-04 00:00:00,2.0,northbound,105.9,39.083,0,2.0
3316,2022,2022-04-04 00:00:00,2.0,northbound,106.0,27.083,0,2.0
3326,2022,2022-04-04 00:00:00,6.0,Southbound,105.9,39.5,0,6.0
3328,2022,2022-04-04 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
3332,2022,2022-04-04 00:00:00,1.0,Southbound,98.6,35.333,0,1.0
3334,2022,2022-04-04 00:00:00,1.0,Southbound,98.7,35.583,0,1.0
3339,2022,2022-04-05 00:00:00,3.0,Northbound,105.9,39.417,0,3.0
3355,2022,2022-04-05 00:00:00,7.0,Southbound,106.0,39.5,0,7.0
3357,2022,2022-04-05 00:00:00,7.0,Southbound,106.0,37.583,0,7.0
3358,2022,2022-04-05 00:00:00,5.0,Southbound,106.0,38.25,0,5.0
3361,2022,2022-04-05 00:00:00,7.0,Southbound,106.0,37.833,6,7.0
3365,2022,2022-04-05 00:00:00,1.0,Southbound,106.0,44.667,0,1.0
3367,2022,2022-04-05 00:00:00,2.0,Southbound,101.8,32.083,0,2.0
3368,2022,2022-04-05 00:00:00,1.0,Southbound,98.6,36.0,0,1.0
3375,2022,2022-04-06 00:00:00,3.0,Northbound,97.9,27.583,0,3.0
3379,2022,2022-04-06 00:00:00,1.0,Northbound,106.0,26.75,0,1.0
3390,2022,2022-04-06 00:00:00,6.0,Southbound,106.0,39.333,0,6.0
3392,2022,2022-04-06 00:00:00,5.0,Southbound,105.9,34.5,0,5.0
3393,2022,2022-04-06 00:00:00,4.0,Southbound,106.0,44.833,0,4.0
3395,2022,2022-04-06 00:00:00,7.0,Southbound,98.6,34.083,0,7.0
3409,2022,2022-04-07 00:00:00,2.0,northbound,106.0,35.417,0,2.0
3418,2022,2022-04-07 00:00:00,4.0,northbound,93.3,24.833,0,4.0
3424,2022,2022-04-07 00:00:00,7.0,Southbound,106.0,39.417,0,7.0
3427,2022,2022-04-07 00:00:00,2.0,Southbound,98.6,28.25,0,2.0
3431,2022,2022-04-07 00:00:00,2.0,Southbound,106.0,46.417,0,2.0
3433,2022,2022-04-07 00:00:00,1.0,Southbound,106.0,39.417,0,1.0
3443,2022,2022-04-08 00:00:00,3.0,Northbound,106.0,39.5,0,3.0
3450,2022,2022-04-08 00:00:00,1.0,Northbound,106.0,39.083,0,1.0
3456,2022,2022-04-08 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
3457,2022,2022-04-08 00:00:00,6.0,Southbound,91.4,35.75,0,6.0
3459,2022,2022-04-08 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
3464,2022,2022-04-08 00:00:00,2.0,Southbound,105.9,39.5,0,2.0
3468,2022,2022-04-08 00:00:00,2.0,Southbound,106.0,38.5,0,2.0
3474,2022,2022-04-08 00:00:00,2.0,Southbound,106.0,28.083,0,2.0
3488,2022,2022-04-09 00:00:00,7.0,Southbound,91.4,35.75,0,7.0
3489,2022,2022-04-09 00:00:00,7.0,Southbound,105.9,38.75,9,7.0
3491,2022,2022-04-09 00:00:00,5.0,Southbound,106.0,39.167,0,5.0
3492,2022,2022-04-09 00:00:00,6.0,Southbound,97.9,33.75,0,6.0
3495,2022,2022-04-09 00:00:00,6.0,Southbound,97.9,25.333,0,6.0
3496,2022,2022-04-09 00:00:00,2.0,Southbound,97.9,34.333,0,2.0
3497,2022,2022-04-09 00:00:00,2.0,Southbound,105.9,39.5,0,2.0
3505,2022,2022-04-09 00:00:00,3.0,Southbound,106.0,39.083,0,3.0
3513,2022,2022-04-10 00:00:00,1.0,northbound,106.0,30.333,0,1.0
3516,2022,2022-04-10 00:00:00,1.0,northbound,93.3,31.0,0,1.0
3521,2022,2022-04-10 00:00:00,6.0,Southbound,106.0,47.667,0,6.0
3523,2022,2022-04-10 00:00:00,6.0,Southbound,98.6,21.25,0,6.0
3530,2022,2022-04-10 00:00:00,1.0,Southbound,105.2,35.0,0,1.0
3532,2022,2022-04-10 00:00:00,1.0,Southbound,99.8,39.083,0,1.0
3535,2022,2022-04-10 00:00:00,2.0,Southbound,98.6,34.25,0,2.0
3538,2022,2022-04-10 00:00:00,0.0,Southbound,106.0,39.5,-1,0.0
3539,2022,2022-04-10 00:00:00,6.0,Southbound,98.6,34.583,0,6.0
3552,2022,2022-04-11 00:00:00,2.0,Northbound,100.5,23.417,0,2.0
3553,2022,2022-04-11 00:00:00,1.0,Northbound,98.6,33.917,0,1.0
3561,2022,2022-04-11 00:00:00,1.0,Southbound,98.6,34.083,0,1.0
3563,2022,2022-04-11 00:00:00,6.0,Southbound,98.6,28.333,0,6.0
3564,2022,2022-04-11 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
3565,2022,2022-04-11 00:00:00,2.0,Southbound,106.0,38.417,0,2.0
3593,2022,2022-04-12 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
3594,2022,2022-04-12 00:00:00,5.0,Southbound,106.0,39.417,0,5.0
3604,2022,2022-04-12 00:00:00,1.0,Southbound,92.7,29.083,0,1.0
3611,2022,2022-04-13 00:00:00,2.0,Northbound,106.0,39.5,0,2.0
3616,2022,2022-04-13 00:00:00,2.0,Northbound,106.0,39.417,0,2.0
3625,2022,2022-04-13 00:00:00,1.0,Northbound,98.7,35.167,0,1.0
3629,2022,2022-04-13 00:00:00,7.0,Southbound,106.0,44.0,0,7.0
3630,2022,2022-04-13 00:00:00,4.0,Southbound,96.6,28.5,0,4.0
3631,2022,2022-04-13 00:00:00,4.0,Southbound,105.9,43.25,0,4.0
3632,2022,2022-04-13 00:00:00,3.0,Southbound,106.0,38.75,0,3.0
3633,2022,2022-04-13 00:00:00,3.0,Southbound,98.6,34.083,0,3.0
3639,2022,2022-04-13 00:00:00,1.0,Southbound,106.0,39.5,-1,1.0
3653,2022,2022-04-14 00:00:00,2.0,Northbound,105.9,36.25,-1,2.0
3662,2022,2022-04-14 00:00:00,4.0,Southbound,106.0,42.917,0,4.0
3663,2022,2022-04-14 00:00:00,4.0,Southbound,106.0,39.417,0,4.0
3667,2022,2022-04-14 00:00:00,3.0,Southbound,98.6,32.417,0,3.0
3670,2022,2022-04-14 00:00:00,1.0,Southbound,93.7,32.917,0,1.0
3671,2022,2022-04-14 00:00:00,2.0,Southbound,105.9,39.0,0,2.0
3672,2022,2022-04-14 00:00:00,2.0,Southbound,92.7,33.583,0,2.0
3689,2022,2022-04-15 00:00:00,1.0,Northbound,105.8,39.417,0,1.0
3695,2022,2022-04-15 00:00:00,3.0,Southbound,106.0,30.0,0,3.0
3715,2022,2022-04-16 00:00:00,3.0,Northbound,106.0,27.833,0,3.0
3718,2022,2022-04-16 00:00:00,2.0,Northbound,98.6,29.5,-1,2.0
3729,2022,2022-04-16 00:00:00,1.0,Northbound,106.0,34.917,0,1.0
3732,2022,2022-04-16 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
3733,2022,2022-04-16 00:00:00,0.0,Southbound,106.0,28.5,0,0.0
3737,2022,2022-04-16 00:00:00,1.0,Southbound,106.0,46.667,0,1.0
3739,2022,2022-04-16 00:00:00,1.0,Southbound,105.9,39.5,0,1.0
3755,2022,2022-04-17 00:00:00,1.0,Northbound,98.6,34.25,0,1.0
3759,2022,2022-04-17 00:00:00,6.0,Southbound,106.0,44.25,0,6.0
3761,2022,2022-04-17 00:00:00,4.0,Southbound,106.0,39.5,0,4.0
3766,2022,2022-04-17 00:00:00,1.0,Southbound,106.0,38.417,0,1.0
3767,2022,2022-04-17 00:00:00,3.0,Southbound,93.3,30.0,0,3.0
3768,2022,2022-04-17 00:00:00,5.0,Southbound,106.0,37.417,0,5.0
3774,2022,2022-04-17 00:00:00,3.0,Southbound,103.8,32.583,0,3.0
3781,2022,2022-04-18 00:00:00,1.0,Northbound,106.0,28.75,0,1.0
3789,2022,2022-04-18 00:00:00,1.0,Northbound,106.0,28.667,0,1.0
3795,2022,2022-04-18 00:00:00,6.0,Southbound,106.0,43.167,0,6.0
3797,2022,2022-04-18 00:00:00,5.0,Southbound,106.0,39.417,0,5.0
3798,2022,2022-04-18 00:00:00,5.0,Southbound,106.0,39.0,0,5.0
3801,2022,2022-04-18 00:00:00,5.0,Southbound,93.7,32.917,4,5.0
3802,2022,2022-04-18 00:00:00,4.0,Southbound,105.9,39.333,0,4.0
3803,2022,2022-04-18 00:00:00,4.0,Southbound,105.2,37.083,0,4.0
3815,2022,2022-04-19 00:00:00,1.0,Northbound,105.9,26.917,0,1.0
3837,2022,2022-04-19 00:00:00,3.0,Southbound,106.0,44.0,0,3.0
3849,2022,2022-04-20 00:00:00,3.0,Northbound,106.0,39.5,0,3.0
3852,2022,2022-04-20 00:00:00,1.0,Northbound,106.0,29.833,0,1.0
3854,2022,2022-04-20 00:00:00,3.0,Northbound,106.0,27.917,0,3.0
3865,2022,2022-04-20 00:00:00,6.0,Southbound,97.9,28.167,0,6.0
3866,2022,2022-04-20 00:00:00,5.0,Southbound,105.9,39.333,0,5.0
3867,2022,2022-04-20 00:00:00,4.0,Southbound,105.9,39.5,5,4.0
3873,2022,2022-04-20 00:00:00,1.0,Southbound,106.0,37.583,0,1.0
3879,2022,2022-04-20 00:00:00,4.0,Southbound,97.9,32.833,0,4.0
3900,2022,2022-04-21 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
3907,2022,2022-04-21 00:00:00,6.0,Southbound,98.7,28.25,0,6.0
3916,2022,2022-04-22 00:00:00,3.0,Northbound,105.9,39.5,0,3.0
3917,2022,2022-04-22 00:00:00,4.0,Northbound,106.0,36.25,0,4.0
3918,2022,2022-04-22 00:00:00,3.0,Northbound,106.0,39.333,-2,3.0
3934,2022,2022-04-22 00:00:00,5.0,Southbound,105.9,39.5,0,5.0
3938,2022,2022-04-22 00:00:00,2.0,Southbound,106.0,39.5,1,2.0
3940,2022,2022-04-22 00:00:00,4.0,Southbound,97.9,33.083,0,4.0
3942,2022,2022-04-22 00:00:00,1.0,Southbound,105.9,39.5,0,1.0
3949,2022,2022-04-22 00:00:00,1.0,Southbound,98.5,35.167,0,1.0
3956,2022,2022-04-23 00:00:00,2.0,Northbound,106.0,29.75,0,2.0
3970,2022,2022-04-23 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
3973,2022,2022-04-23 00:00:00,3.0,Southbound,98.7,34.0,0,3.0
3977,2022,2022-04-23 00:00:00,1.0,Southbound,106.0,44.667,0,1.0
4009,2022,2022-04-24 00:00:00,6.0,Southbound,98.6,34.167,0,6.0
4012,2022,2022-04-24 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
4016,2022,2022-04-24 00:00:00,1.0,Southbound,93.6,27.75,0,1.0
4029,2022,2022-04-25 00:00:00,1.0,Northbound,106.0,32.25,0,1.0
4030,2022,2022-04-25 00:00:00,4.0,Northbound,93.4,27.833,0,4.0
4040,2022,2022-04-25 00:00:00,6.0,Southbound,106.0,39.5,0,6.0
4049,2022,2022-04-25 00:00:00,6.0,Southbound,98.6,29.167,0,6.0
4053,2022,2022-04-25 00:00:00,1.0,Southbound,98.6,27.0,0,1.0
4058,2022,2022-04-27 00:00:00,4.0,Northbound,106.0,39.5,0,4.0
4061,2022,2022-04-27 00:00:00,3.0,Northbound,93.3,36.833,0,3.0
4066,2022,2022-04-27 00:00:00,3.0,Northbound,98.6,33.917,0,3.0
4078,2022,2022-04-27 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
4082,2022,2022-04-27 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
4087,2022,2022-04-27 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
4096,2022,2022-04-28 00:00:00,2.0,Northbound,106.0,34.917,0,2.0
4111,2022,2022-04-28 00:00:00,3.0,Southbound,106.0,44.75,0,3.0
4112,2022,2022-04-28 00:00:00,4.0,Southbound,98.6,35.083,0,4.0
4117,2022,2022-04-28 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
4122,2022,2022-04-28 00:00:00,5.0,Southbound,98.6,32.667,0,5.0
4136,2022,2022-04-29 00:00:00,1.0,Northbound,105.9,30.833,0,1.0
4142,2022,2022-04-29 00:00:00,2.0,Northbound,106.0,35.583,0,2.0
4143,2022,2022-04-29 00:00:00,2.0,Northbound,98.6,32.25,0,2.0
4149,2022,2022-04-29 00:00:00,1.0,Southbound,106.0,44.833,0,1.0
4162,2022,2022-04-30 00:00:00,5.0,Northbound,106.0,39.5,0,5.0
4170,2022,2022-04-30 00:00:00,3.0,Northbound,106.0,39.333,0,3.0
4178,2022,2022-04-30 00:00:00,5.0,Southbound,106.0,43.75,0,5.0
4179,2022,2022-04-30 00:00:00,4.0,Southbound,105.9,31.917,0,4.0
4190,2022,2022-04-30 00:00:00,2.0,Southbound,97.9,36.5,0,2.0
4192,2022,2022-04-30 00:00:00,1.0,Southbound,105.9,36.75,0,1.0
4193,2022,2022-04-30 00:00:00,5.0,Southbound,98.7,33.5,0,5.0
4197,2022,2022-05-01 00:00:00,3.0,Northbound,97.9,31.75,0,3.0
4199,2022,2022-05-01 00:00:00,3.0,Northbound,106.0,24.833,0,3.0
4202,2022,2022-05-01 00:00:00,3.0,Northbound,106.0,39.417,0,3.0
4209,2022,2022-05-01 00:00:00,1.0,Northbound,106.0,36.333,0,1.0
4212,2022,2022-05-01 00:00:00,5.0,Southbound,94.0,33.167,0,5.0
4213,2022,2022-05-01 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
4221,2022,2022-05-01 00:00:00,1.0,Southbound,106.0,44.083,0,1.0
4235,2022,2022-05-02 00:00:00,3.0,Northbound,106.0,25.333,0,3.0
4236,2022,2022-05-02 00:00:00,3.0,Northbound,98.6,31.5,0,3.0
4237,2022,2022-05-02 00:00:00,3.0,Northbound,106.0,34.917,0,3.0
4250,2022,2022-05-02 00:00:00,5.0,Southbound,98.6,32.667,0,5.0
4257,2022,2022-05-02 00:00:00,3.0,Southbound,93.3,35.083,0,3.0
4263,2022,2022-05-02 00:00:00,5.0,Southbound,96.6,30.25,0,5.0
4274,2022,2022-05-03 00:00:00,4.0,Northbound,93.3,28.833,0,4.0
4277,2022,2022-05-03 00:00:00,8.0,Northbound,96.6,30.833,0,8.0
4278,2022,2022-05-03 00:00:00,3.0,Northbound,105.9,28.583,0,3.0
4279,2022,2022-05-03 00:00:00,1.0,Northbound,105.9,35.417,0,1.0
4283,2022,2022-05-03 00:00:00,2.0,Northbound,106.0,37.333,0,2.0
4289,2022,2022-05-03 00:00:00,17.0,Southbound,106.0,43.667,0,17.0
4291,2022,2022-05-03 00:00:00,5.0,Southbound,106.0,39.167,0,5.0
4294,2022,2022-05-03 00:00:00,3.0,Southbound,106.0,39.083,0,3.0
4297,2022,2022-05-03 00:00:00,2.0,Southbound,106.0,39.5,0,2.0
4301,2022,2022-05-03 00:00:00,1.0,Southbound,105.9,41.25,0,1.0
4306,2022,2022-05-04 00:00:00,1.0,Northbound,106.0,26.75,0,1.0
4307,2022,2022-05-04 00:00:00,3.0,Northbound,106.0,28.083,0,3.0
4308,2022,2022-05-04 00:00:00,1.0,Northbound,106.0,39.5,0,1.0
4309,2022,2022-05-04 00:00:00,1.0,Northbound,106.0,29.167,0,1.0
4321,2022,2022-05-04 00:00:00,6.0,Southbound,106.0,38.583,0,6.0
4322,2022,2022-05-04 00:00:00,5.0,Southbound,105.9,39.333,0,5.0
4323,2022,2022-05-04 00:00:00,5.0,Southbound,106.0,39.5,0,5.0
4324,2022,2022-05-04 00:00:00,6.0,Southbound,106.0,24.667,0,6.0
4325,2022,2022-05-04 00:00:00,3.0,Southbound,106.0,44.5,0,3.0
4331,2022,2022-05-04 00:00:00,1.0,Southbound,106.0,33.167,0,1.0
4339,2022,2022-05-05 00:00:00,4.0,Northbound,105.9,39.333,0,4.0
4341,2022,2022-05-05 00:00:00,3.0,Northbound,106.0,28.25,0,3.0
4343,2022,2022-05-05 00:00:00,2.0,Northbound,106.0,25.75,0,2.0
4356,2022,2022-05-05 00:00:00,14.0,Southbound,105.9,48.583,0,14.0
4359,2022,2022-05-05 00:00:00,6.0,Southbound,98.6,22.5,0,6.0
4360,2022,2022-05-05 00:00:00,15.0,Southbound,106.0,46.0,0,15.0
4363,2022,2022-05-05 00:00:00,3.0,Southbound,105.9,39.25,0,3.0
4370,2022,2022-05-05 00:00:00,1.0,Southbound,106.0,38.583,0,1.0
4376,2022,2022-05-06 00:00:00,2.0,Northbound,106.0,38.667,-1,2.0
4385,2022,2022-05-06 00:00:00,1.0,Northbound,106.0,27.0,0,1.0
4391,2022,2022-05-06 00:00:00,3.0,Southbound,106.0,44.417,0,3.0
4394,2022,2022-05-06 00:00:00,1.0,Southbound,105.9,39.167,0,1.0
4396,2022,2022-05-06 00:00:00,1.0,Southbound,106.0,39.5,0,1.0
4404,2022,2022-05-06 00:00:00,3.0,Southbound,106.0,39.25,0,3.0
4410,2022,2022-05-06 00:00:00,7.0,Southbound,97.0,34.917,0,7.0
4415,2022,2022-05-07 00:00:00,2.0,Northbound,105.9,39.0,0,2.0
4427,2022,2022-05-07 00:00:00,16.0,Southbound,106.0,48.25,0,16.0
4428,2022,2022-05-07 00:00:00,8.0,Southbound,101.9,27.667,0,8.0
